tweets,Subjectivity,Polarity,Analysis
"Ducks for Sale? They—Like All Other Animals—Should Never Be Bought, Sold, or Bred  a través de ",0.375,-0.125,-1
 That’s why I get my milk from the store smh.,0.0,0.0,0
10 Ways to Help Animals This Month (Updated September 2021)  a través de ,0.0,0.0,0
: What if PETA approved a product but that product used a plant that a particular animal needs to survive and the company…,0.3333333333333333,0.16666666666666666,1
: When Peta Credlin mentioned baseball bats and the Victorian govt where was the outrage from Australian journalists ? Did I…,0.0,0.0,0
People for the Ethical Treatment of Animals (PETA): Justice For Geronimo The Alpaca Inhumanely Killed - Sign the Petition!  via ,0.3,-0.024999999999999994,-1
Request Activist Materials  via ,0.0,0.0,0
": Looks weird right? 

It's what you're doing if you drink cow's milk ✋ Raise your hand if you know that humans shouldn’t be drinki…",0.5674603174603174,-0.11587301587301586,-1
: this is like showing up to a peta protest wearing fur and eating a cheeseburger,0.0,0.0,0
Tule Elk at Point Reyes National Seashore May Be Killed to Appease Ranchers! ,0.0,-0.25,-1
Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now: ,0.35,0.15000000000000002,1
  I love your content but Truth is nothing more than PETA but for the tobacco industry 😂,0.55,0.5,1
"_diedrich  You’re really lucky again, that PETA isn’t contacting you..
🙃🙃🙃",0.8333333333333334,0.3333333333333333,1
"_0   Sounds funny, when you talk about awareness about a shitty breed, that were breed to kill, and never meant to be a household pet, but if it's true, why is NPBVA's coalition partner Peta telling people to adopt a Pit Bull, and treat it like a family member? ",0.825,0.3,1
Each Hot Dog You Eat Shortens Your Life by 36 Minutes  a través de ,0.8500000000000001,0.25,1
 whats peta isnt that a bread,0.0,0.0,0
": 40 years ago, PETA made HISTORY at this hidden monkey laboratory by obtaining the first search and seizure warrant against a U.S.…",0.2222222222222222,0.011111111111111108,1
Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now: ,0.35,0.15000000000000002,1
Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now: ,0.35,0.15000000000000002,1
": Support a FurFreeBritain, Sign the Petition!  AnimalRights AnimalWelfare fur FurFarming BanFur …",0.0,0.0,0
WHAT IS HAPPENING RIGHT NOW!?!?  Inform the  FBI the NSA maybe even  IDK.  I’m afraid.  The world has gone dark. . . 🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤 ,0.611904761904762,-0.1011904761904762,-1
shes hot ,0.8500000000000001,0.25,1
I just made a donation to PETA to help put a stop to cruelty to animals - please join me.,0.0,0.0,0
: We told you not to trust government-funded monkey labs. AHSDoubleFeature ,0.0,-0.05,-1
"  PETA, no think Nintendo is going to add your stupid chicken into smash bros? What makes this so unique??? I think you’re just gonna make yourself more of a fool if you even try to do some stuff like this and eventually sued since you keep doing the “my uncle works at Nintendo”.",0.8625,-0.13124999999999998,-1
 Fund this ratio,0.0,0.0,0
: Kinky,0.0,0.0,0
": If YOU were an orca or dolphin, would you choose THIS or would you choose the ocean?
 
Exactly.
 
📹  ",0.25,0.25,1
Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now: ,0.35,0.15000000000000002,1
cow looking kinda sussy ,0.16666666666666666,-0.13333333333333333,-1
" You know Bragg's email box will be flooded with spam from Alan Jones, Andrew Bolt and Peta Credlin.",0.0,0.0,0
Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now: ,0.35,0.15000000000000002,1
"_UNIFICATION: The World’s Biggest barbaric Halal Food Festival Is Coming To London Stadium UK.

_official
_HQ 

…",0.0,0.0,0
"_UNIFICATION: The World’s Biggest barbaric Halal Food Festival Is Coming To London Stadium UK.

_official
_HQ 

…",0.0,0.0,0
"  I never been in a Pig, Durty Tank like this!

when I asked to see and play with dolphins or whales as a child, my father took me to nature reserves!

only as an adult did I know that there were these concentration camps with water, sow but water!😿",0.65,0.05,1
": Starvation, disease, torture: this is the real American horror story ⬇️ ",0.0,0.0,0
"  Wouldn't it be funny, if this young woman had adopted this Pit Bull from a Peta rescue shelter? ",0.7,0.175,1
: When Peta Credlin mentioned baseball bats and the Victorian govt where was the outrage from Australian journalists ? Did I…,0.0,0.0,0
: that dog prolly don’t know what the fuck going on LMAOOOO,0.6,-0.4,-1
  _marmo That’s awful! 😣,1.0,-1.0,-1
 I think the more religious communities still do it with chickens. Here in LA the animal activist org PETA learned about it and would protest by it so now they have to do it more secretly,0.4875,0.15,1
": Starvation, disease, torture: this is the real American horror story ⬇️ ",0.0,0.0,0
: Even vegans are forced to support morally bankrupt experimenters through their taxes  ➡️  ,0.225,-0.15000000000000002,-1
 Im a member of peta,0.0,0.0,0
: We told you not to trust government-funded monkey labs. AHSDoubleFeature ,0.0,-0.05,-1
: when will PETA stop posting furry porn as an argument...,0.0,0.0,0
Calling PETA on all these mofos who bring their dogs to bars out here,0.0,0.0,0
": Why you should never watch live zoo cams  
ANIMAL CRUELTY
 
  …",0.5,0.13636363636363635,1
"💔💔💔The NPS WILL move forward to kill Tule Elk. All for the profit of ranchers.🤬🤬🤬🤬  is in the pockets of ranchers.
TuleElk ElkNotCattle SaveTuleElk PETA PublicLandsARENOTforCattle NPSRanchersPuppets ",0.0,0.0,0
"   nice! hopefully the doggo is doing well now.

my fear is smashing the window then the dog either runs away (into traffic) or steps in the glass",1.0,0.75,1
20 horses DIED in just four months at NY racetracks. Please tell the New York State Gaming Commission to act right now to prevent more horses from dying on tracks in New York.  via ,0.4862012987012987,0.26461038961038963,1
 : 0f44b7d1-98a4-40d0-9c7b-6827bdd6ffa4,0.0,0.0,0
Top Horse Trainer Agrees to Settle Federal Lawsuit on Worker Wage Theft  a través de ,0.5,0.5,1
Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now: ,0.35,0.15000000000000002,1
: We told you not to trust government-funded monkey labs. AHSDoubleFeature ,0.0,-0.05,-1
Get Peta Credlin off commentating on anything.,0.0,0.0,0
 _L0RD  _Sakurai  Like for Waluigi (Character that should and will eventually be in smash) and ignore “Not a Nugget” (Character that will never be in smash no matter how many times dumbasses like you complaining he should be) ,0.5,0.5,1
_ONEFLA _FLA  Happy service anniversary to someone I admire and appreciate so very much!!! You are the best Peta!!!,0.52,0.7692708333333332,1
   Hidden replies of PETA posts are fuck'n gourmet 👌,0.4666666666666667,-0.2833333333333333,-1
Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now: ,0.35,0.15000000000000002,1
 okay well is semen vegan?,0.5,0.5,1
"Carnasie Brooklyn - Side effect of blanket eviction moratorium.
It allows for animal abuse!







 
 
 
 
 
 
 
 just 
 ",0.0,0.0,0
"Starvation, disease, torture: this is the real American horror story ⬇️ ",0.0,0.0,0
Even vegans are forced to support morally bankrupt experimenters through their taxes  ➡️  ,0.225,-0.15000000000000002,-1
 peta i just want to know if semen is vegan,0.0,0.0,0
  Plants are nasty and only DINOSAURS eat them,1.0,-0.5,-1
 For her next act AOC will be wearing her fur coat to the PETA fundraiser,0.0,0.0,0
 Stop killing animals or I unfollow,0.0,0.0,0
 please just answer my question and i’ll leave you guys alone,0.0,0.0,0
 ratio + dog killers,0.0,0.0,0
: We told you not to trust government-funded monkey labs. AHSDoubleFeature ,0.0,-0.05,-1
We told you not to trust government-funded monkey labs. AHSDoubleFeature ,0.0,-0.05,-1
":    If you guys just wanted furry porn, you could have asked me instead of trying to play this whole…",0.0,0.0,0
  Meat,0.0,0.0,0
_potato   Yes! And I alerted security,0.0,0.0,0
: When Peta Credlin mentioned baseball bats and the Victorian govt where was the outrage from Australian journalists ? Did I…,0.0,0.0,0
  Mass slaughter. You make ISIS look calm and restrained.,0.75,0.30000000000000004,1
": Leigh Sales from Sydney, popped up in Melbourne presser and got stuck into Dan Andrews, just like Peta Credlin did.

Has she e…",0.0,0.0,0
  I know from tasting that fourteen of those taste vile. The remaining ones taste so bad that I'd rather drink milk directly from a bloody wild lion tham ever let that knock off sludge pass my lips again. Calling that crap milk is at best misleading and at worst insulting to all.,0.6833333333333333,-0.38749999999999996,-1
"Bullying must end, but it can’t all be tweet nothings  Margaret Simon is right journalists need to be trusted. When Sales crashed Dan Andrews press conference (like Peta Credlin) but did not do the same to Gladys Berejiklian she lost my trust auspol",0.33035714285714285,0.14285714285714285,1
"I'm sorry, but I just fond it immensely funny that Peta has a mascot named ""Not a nugget"" that is a baby chicken with a gun. Not only that, but they are trying to get Not a nugget added to Smash Ultimate.",0.99,-0.16999999999999998,-1
": Sharks have been widely misconstrued as dangerous predators... But, when you look at the numbers it’s obvious that horror movie…",0.6,-0.2333333333333333,-1
"_W_Global: AnimalSuffering Continues on Santorini 

 via ",0.0,0.0,0
 Watchin him in today's SOS hearing disgusted me.,1.0,-1.0,-1
   did you call the police?,0.0,0.0,0
": Testing on animals is bad science. 
Join us in paving the way for better, more efficient, animal-free medical future: ",0.3583333333333333,0.06000000000000003,1
    How are you tweeting? An LCD display likely uses cholesterol from animals and batteries have gelatin in them.,1.0,0.0,0
"    Good to know!  I will be more vigilant, hope they continue to remove animal products going forward.",0.55,0.6875,1
": She wore  to the MetGala, but on one condition—that the company go fur-free—and THEY DID!
 
Tonight …",0.0,0.0,0
: this is like showing up to a peta protest wearing fur and eating a cheeseburger,0.0,0.0,0
    life hack type several words in one tweet,0.0,0.0,0
 : 0bc1b660-b41c-4333-bdd5-0a3ee6665ba3,0.0,0.0,0
": Abbott obviously deserves much scorn for his treatment of Gillard… but Julie Bishop, Peta Credlin, Bronwyn Bishop and M…",0.35,0.1,1
": Horrifying, unnecessary slaughter of defenseless marine life. This must stop immediately. WTF Denmark? …",0.925,-0.55,-1
"  And what about your coalition partner Peta, who's is using American sports stars to promote Pit Bull's, and telling people to adopt a Pit Bull and treat it like a family member, even though Pit Bull's were bred to kill, and never meant to be household pets? ",0.0,0.0,0
  “Can somebody call PETA because she’s beating this dead horse!” - Garcelle 🤣🤣,0.4,-0.25,-1
: When Peta Credlin mentioned baseball bats and the Victorian govt where was the outrage from Australian journalists ? Did I…,0.0,0.0,0
  Yb protect animals better,0.5,0.5,1
: Rodeo = legalized animal cruelty.  Award-winning documentary by Action for Animals Oakland () &amp; …,0.05,0.05,1
  L + stop killing dogs,0.0,0.0,0
: Pearl Jam Signed Poster. Your bid supports: PETA: People for the Ethical Treatment of Animals. Donated by: Pearl Jam https…,0.6,0.2,1
     Monster Musume chapter 33.,0.0,0.0,0
": I need u all to know that I love TAA

 ",0.6,0.5,1
"Rodeo = legalized animal cruelty.  Award-winning documentary by Action for Animals Oakland () &amp;  exposes it. Also see animal protection orgs like ’s investigations into it. Every national animal org opposes rodeo.
 ",0.05,0.05,1
  This is Fake No Way Nintendo would put that in SMBU Demand all you want its never going to happen &amp; the My Uncle Works At Nintendo is the oldest excuse nice try,0.6833333333333332,0.016666666666666646,1
": Leigh Sales from Sydney, popped up in Melbourne presser and got stuck into Dan Andrews, just like Peta Credlin did.

Has she e…",0.0,0.0,0
": Support a FurFreeBritain, Sign the Petition!  AnimalRights AnimalWelfare fur FurFarming BanFur …",0.0,0.0,0
    would love this,0.6,0.5,1
": If YOU were an orca or dolphin, would you choose THIS or would you choose the ocean?
 
Exactly.
 
📹  ",0.25,0.25,1
": 22/ No one at the ABC, certainly not Leigh Sales, has stooped as low as Paul Murray or Peta Credlin by falsely &amp; irresponsibl…",0.4904761904761905,-0.16904761904761909,-1
Urge the COP26 Climate Summit to Serve a Fully Vegan Menu  via ,0.0,0.0,0
: BillieElish used red carpets for animals 💞💞💕,0.0,0.0,0
": Just when you think PeTA couldn't stoop any lower, they recruit an alleged sexual predator to spread lies about a female…",0.4666666666666667,0.2,1
    That was such a great arc. Cathyl and Merino are such nice characters.,0.6875,0.35,1
fuCK YOU PETA,0.6,-0.4,-1
": She wore  to the MetGala, but on one condition—that the company go fur-free—and THEY DID!
 
Tonight …",0.0,0.0,0
: Might wanna look at the animal studies funded by Fauci in 2012–UT GaLveston.  Animals did not fare well!!   doesn’t…,0.0,0.0,0
Alpacas are mutilated and eventually killed in the alpaca industry—urge Aritzia to ban alpaca fleece!  via ,0.0,-0.25,-1
": She wore  to the MetGala, but on one condition—that the company go fur-free—and THEY DID!
 
Tonight …",0.0,0.0,0
Please help stop the bloody whale slaughter on the Faroe Islands: ,0.9,-0.8,-1
   Thank you  you are a force of change for the animals for your generation ✊,0.0,0.0,0
: Be the person they need you to be💚They want to live as much as you do💚Please leave them off your plate💚 Vegan Pigs ,0.35,0.16818181818181818,1
Federal documents show Yerkes National Primate Research Center staff violated animal welfare guidelines 37 times over three years. ,0.1,-0.1,-1
    Yeah. Mine.,0.0,0.0,0
": “I find it shocking that wearing fur isn’t completely outlawed at this point in 2021.”

 wouldn’t wear …",0.7,-0.45,-1
": _Wilkinson Some journalists pile on of Dan Andrews and Victorians wasn't right either but they did it
Where's the…",0.5357142857142857,0.2857142857142857,1
"_11_06     Because top of the food chain does whatever it wants yo the rest. Who's at the top? Oh yeah, humanity.",0.3666666666666667,0.39999999999999997,1
":  report on  FaroeIslands slaughter of dolphins 
There is absolutely no justification for such barbarity.…",0.7,-0.05,-1
": She wore  to the MetGala, but on one condition—that the company go fur-free—and THEY DID!
 
Tonight …",0.0,0.0,0
: What if PETA approved a product but that product used a plant that a particular animal needs to survive and the company…,0.3333333333333333,0.16666666666666666,1
": Abbott obviously deserves much scorn for his treatment of Gillard… but Julie Bishop, Peta Credlin, Bronwyn Bishop and M…",0.35,0.1,1
   It looks cool ,0.65,0.35,1
": History in the making ✊ If you didn’t see this yet, you need to. 
 
Actor and animal rights activist Casey Affleck joined forces…",0.0,0.0,0
"   

You can’t be considered a good person if your actions are diminishing the quality of life of good beings...

STOP terrorizing good beings!!! ",0.6000000000000001,0.7999999999999999,1
": Why you should never watch live zoo cams  
ANIMAL CRUELTY
 
  …",0.5,0.13636363636363635,1
   I love meat you don't haha beta male,0.3333333333333333,0.2333333333333333,1
  I love meat you don't haha beta male,0.3333333333333333,0.2333333333333333,1
 I love meat you don't haha beta male,0.3333333333333333,0.2333333333333333,1
  I love meat you don't haha beta male,0.3333333333333333,0.2333333333333333,1
": 40 years ago, PETA made HISTORY at this hidden monkey laboratory by obtaining the first search and seizure warrant against a U.S.…",0.2222222222222222,0.011111111111111108,1
  I love meat you don't haha beta male,0.3333333333333333,0.2333333333333333,1
  I love meat you don't haha beta male,0.3333333333333333,0.2333333333333333,1
  I love meat you don't haha beta male,0.3333333333333333,0.2333333333333333,1
 Why does Peta follow you?,0.0,0.0,0
   they wouldn't because it is done by whites. Only brown Indian are asked by these white supremacists to kowtow to their rules,0.5,0.0,0
": History in the making ✊ If you didn’t see this yet, you need to. 
 
Actor and animal rights activist Casey Affleck joined forces…",0.0,0.0,0
": Have you joined our 3 week VeganChallenge yet?

Whether you’re just starting or closing out your 3 weeks,  has th…",0.1,0.0,0
": History in the making ✊ If you didn’t see this yet, you need to. 
 
Actor and animal rights activist Casey Affleck joined forces…",0.0,0.0,0
": If YOU were an orca or dolphin, would you choose THIS or would you choose the ocean?
 
Exactly.
 
📹  ",0.25,0.25,1
: Watch  founder  tell the fascinating story about how she shut down an animal lab hidden in a strip mall a…,0.49074074074074076,0.1259259259259259,1
 Respect! It makes me happy to see fellow PETA alum thrive &lt;3,1.0,0.8,1
  His father was too busy with J.Lo.,0.3,0.1,1
_da_hero   Lmfao,0.0,0.0,0
"_UNIFICATION: The World’s Biggest barbaric Halal Food Festival Is Coming To London Stadium UK.

_official
_HQ 

…",0.0,0.0,0
saw a youtube comment that said “autism speaks is just PETA but for other humans” and haven’t been able to think about anything else since,0.5,0.1875,1
That an awesome idea! But you   why don’t you ask kill goats and other animals in EID? This is simply a hypocrisy! ShameOnPeta ,0.5773809523809524,0.2916666666666667,1
"Come on! What a load of horse crap. Hey,why not smoke that too! Hey wonder if ANY of them thought about HOW it's harvested? 💔Tulum has become a circus.  
Tourists Are Now Smoking Toad Venom in Mexico’s Hipster Town Tulum - VICE

",0.8,-1.0,-1
": Testing on animals is bad science. 
Join us in paving the way for better, more efficient, animal-free medical future: ",0.3583333333333333,0.06000000000000003,1
 _8296 _Forge   Really?,0.2,0.2,1
: _UNIFICATION _official _HQ    I though the  were against anim…,0.0,0.0,0
"   lower the prices of vegan milks then. because veganism for people without a good economy is practically impossible. We eat what some of us can afford, don't screw around.",0.8,0.016666666666666663,1
"_UNIFICATION: The World’s Biggest barbaric Halal Food Festival Is Coming To London Stadium UK.

_official
_HQ 

…",0.0,0.0,0
": 40 years ago, PETA made HISTORY at this hidden monkey laboratory by obtaining the first search and seizure warrant against a U.S.…",0.2222222222222222,0.011111111111111108,1
"This is NOT an ad, these are GREAT!! go vegan        
 ‘Fall’ in Love With These Vegan Pumpkin Spice Latte Drinks  via ",0.675,0.75,1
_Cabello Vegan food always delivers 😋🌱 Love that you all got to enjoy some delicious plant-filled eats that save animals 💚 Hope it inspires you to keep that vegan vibe going 😉,0.7000000000000001,0.6333333333333333,1
": History in the making ✊ If you didn’t see this yet, you need to. 
 
Actor and animal rights activist Casey Affleck joined forces…",0.0,0.0,0
   Epic,0.4,0.1,1
: When Peta Credlin mentioned baseball bats and the Victorian govt where was the outrage from Australian journalists ? Did I…,0.0,0.0,0
" I have tried a lot of things since yesterday evening, spent basically the past 24 hours (minus sleep) trying to find a fix. I've come to the conclusion that it has to be a hardware issue",0.15,-0.15,-1
" _Sakurai  But... he is a nugget

He's meant to be one anyway",0.0,0.0,0
": Testing on animals is bad science. 
Join us in paving the way for better, more efficient, animal-free medical future: ",0.3583333333333333,0.06000000000000003,1
": History in the making ✊ If you didn’t see this yet, you need to. 
 
Actor and animal rights activist Casey Affleck joined forces…",0.0,0.0,0
": History in the making ✊ If you didn’t see this yet, you need to. 
 
Actor and animal rights activist Casey Affleck joined forces…",0.0,0.0,0
  I’ll start listening once you stop killing innocent animals under a façade of giving a shit.,0.75,0.15,1
": She wore  to the MetGala, but on one condition—that the company go fur-free—and THEY DID!
 
Tonight …",0.0,0.0,0
"History in the making ✊ If you didn’t see this yet, you need to. 
 
Actor and animal rights activist Casey Affleck joined forces with PETA to stand up for monkeys being experimented on at . 
 
We WILL stop ALL experiments on animals. ",0.0,0.0,0
's actually retarded. Actually shut up. ,0.45,-0.4,-1
  Soooo sad 😓💔,1.0,-0.5,-1
: Peta was going after this private zoo in Virginia. Kept reporting him and reporting him (they hate all private zoos) an…,0.5499999999999999,-0.26666666666666666,-1
"_Silie is there really no solutions
i dont think we would go far without you",0.6,0.0,0
"_ssbu   

This is why",0.0,0.0,0
 Iran will have enough uranium for nuclear weapon in one month - report ,0.5,0.0,0
  Aren't you against animals in video games fighting?,0.0,0.0,0
 sorry i dont think that's happening.. prolly gonna have to cancel all tournaments,1.0,-0.5,-1
"   The issue is, Nintendo has done nothing to take this down though. I don't understand why they haven't tried to take this crap down, but take down a fan-made game that took 7 years to make and was nothing but a tribute to them.",0.4133333333333334,-0.33333333333333337,-1
: this is like showing up to a peta protest wearing fur and eating a cheeseburger,0.0,0.0,0
 If you find this practice disgusting you could use this link to contact the Prime Minister of the Faroe Islands to request it is stopped ,1.0,-1.0,-1
": Sharks have been widely misconstrued as dangerous predators... But, when you look at the numbers it’s obvious that horror movie…",0.6,-0.2333333333333333,-1
"   PB = A petabyte is a multiple of a byte, which is the unit of storage size for digital information. Since peta indicates multiplication by the fifth power of 1,000, a petabyte is equal to one quadrillion (1,000,000,000,000,000) bytes, 1,000,000 GBs, or 1,000 TBs.",0.08333333333333333,0.0,0
  This a joke right?,0.5357142857142857,0.2857142857142857,1
"__tofu Thank you! It’s from PETA Zwei in Germany, no idea if you can get it where you are. But I wore it to a band photoshoot that’ll be printed and distributed across my entire federal state. So at least a lot of people will see it.",0.5125,-0.15,-1
"Thank you  for endorsing the PlantBasedTreaty! 

With an International Plant Based Treaty we can create an equitable and liveable planet where all beings are safe, happy and free! 

Endorse at  ",0.575,0.45,1
"  NO! AND WHY SHOULD THEY, CONSIDERING THE SHIT YOU PULLED IN THE PAST",0.525,-0.225,-1
": Support a FurFreeBritain, Sign the Petition!  AnimalRights AnimalWelfare fur FurFarming BanFur …",0.0,0.0,0
" Who can forget the entourage of journalists queuing up to throw that 'gotcha' question. Not  finest moment, it put her in the same mould as Peta Credlin.",0.125,0.0,0
 _ssb   Tigers literally eat baby deers for fun,0.2,0.3,1
Take Action to Help Cows Suffering in the Dairy Industry  via ,0.1,0.1,1
Please help stop the bloody whale slaughter on the Faroe Islands: ,0.9,-0.8,-1
Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now: ,0.35,0.15000000000000002,1
enjoy your Nuts milk then 👀🤡 ,0.5,0.4,1
  💥BOOM💥 SO great!,0.75,1.0,1
": Support a FurFreeBritain, Sign the Petition!  AnimalRights AnimalWelfare fur FurFarming BanFur …",0.0,0.0,0
": BREAKING: ’s  claims to study menopause in marmosets, but MARMOSETS DON’T EXPERIENCE MENOPAUSE.
 
Experi…",0.0,0.0,0
Pearl Jam Signed Poster. Your bid supports: PETA: People for the Ethical Treatment of Animals. Donated by: Pearl Jam     ,0.6,0.2,1
": 40 years ago, PETA made HISTORY at this hidden monkey laboratory by obtaining the first search and seizure warrant against a U.S.…",0.2222222222222222,0.011111111111111108,1
": She wore  to the MetGala, but on one condition—that the company go fur-free—and THEY DID!
 
Tonight …",0.0,0.0,0
"cant wait for this thanksgiving: )

(fanficition coming out saturday 🤣🤣🤣) ",1.0,0.5,1
: this is like showing up to a peta protest wearing fur and eating a cheeseburger,0.0,0.0,0
"Everybody disliked that.

",0.6,-0.2,-1
"“The Maryland Zoo will vaccinate certain animals that have proven susceptible to COVID includingvriver otters, chimps, lions, cheetahs, bobcats &amp; leopards, getting animal-specific doses USDA approved.”— … What’s  say bout that? I mean, animals got rights too!",0.6294642857142857,-0.08816964285714286,-1
    im always hangin man life is pretty chill,1.0,0.25,1
: when will PETA stop posting furry porn as an argument...,0.0,0.0,0
: When Peta Credlin mentioned baseball bats and the Victorian govt where was the outrage from Australian journalists ? Did I…,0.0,0.0,0
Ask Spain to Close Down Bullfighting Schools: ,0.2888888888888889,-0.15555555555555559,-1
Well done  we need people with influence to take a stand 👏👏👏👏 ,0.0,0.0,0
fave oomfs? — beat that pussy up call peta ,0.0,0.0,0
Take Action: PETA Discovers That Kentucky Derby Horse Was Recently Slaughtered in South Korea! ,0.175,0.05,1
: Didn’t Leigh Sales and Peta Credlin attempt to tag team bully Dan Andrew’s?,0.0,0.0,0
" could you help me find my roommate, her dogs hungry",0.0,0.0,0
:    Not art.,0.0,0.0,0
UW Board of Regents Needs to Hear This: Close Down Cruel Primate Center ,0.462962962962963,-0.41851851851851857,-1
  I just had the worst experience at your West Hollywood location. Tried to alert your security about a distressed dog locked in a car in your parking lot 86 F. and I was told by management and security they legally would not get involved or help. WTF  ,0.7333333333333334,-0.43333333333333335,-1
 burger,0.0,0.0,0
Tell Eileen Fisher That There's No Such Thing as 'Responsible' Wool ,0.525,0.1,1
PETA Calls For Firings After Animal Mutilations Found at Baylor ,0.0,0.0,0
Listen Now: Behind the Scenes With the PETA Podcast ,0.7,-0.4,-1
Urge American Greetings to Help (Not Hurt!) Endangered Apes ,0.0,0.0,0
"_sux _sux Thanks for reaching out to us, and we've received your message. We'll continue the convo there, and thanks for the opportunity. Talk to you soon. - Shannon",0.2,0.2,1
 _Cringenning i don't think he's being a good boy this time,0.6000000000000001,0.7,1
NowPlaying Roddy Ricch - Peta ft. Meek Mill  105LIVE NewMusic Classics HipHopandRnBLivesHere,0.0,0.0,0
"Urge Dictionaries to Ban Derogatory, Speciesist Definitions! ",0.0,0.0,0
: PETA urges PM Modi to declare Gandhi Jayanti as ‘National Meat-Free Day’ ,0.0,0.0,0
Tell This Drug Giant to Ban Near-Drowning Tests ,1.0,0.0,0
"Groundbreaking Exposé Reveals Pain, Desolation, Abuse, and Systemic Neglect at Former Iditarod Champions' Kennels ",0.0,0.0,0
"Despite Orca Deaths, These Artists Plan to Perform at SeaWorld—Take Action! ",0.1,0.125,1
Holy shit this tweet to check on the PETA watch-list.,0.8,-0.2,-1
Tell Venues That Lockdown Never Ends for Animals in Circuses ,0.0,0.0,0
: I'm pleased to say that Murdoch's Peta Credlin -- the Liberal Party mouthpiece masquerading as a journalist -- has settled my…,1.0,0.5,1
Mizzou Mutilates Rats in Cruel Weight-Training Tests ,1.0,-1.0,-1
Urge Shopbop and Other Top Retailers to Ban Fur ,0.4375,0.1875,1
"Horrifying, unnecessary slaughter of defenseless marine life. This must stop immediately. WTF Denmark?          BoycottDenmark ",0.925,-0.55,-1
Undercover Investigation: Supplier to Labs and the Pet Trade Keeps Hundreds of Chinchillas Confined to Cramped Cages at Horrific Breeding Mill ,1.0,-1.0,-1
Breaking: Workers Pump Pythons Full of Air Until They Die—for Leather ,0.55,0.35,1
Minks Violently Slaughtered for False Lashes – Take Action ,0.5666666666666668,-0.3666666666666667,-1
In-N-Out—It's Time to Get on Board With Vegan Options ,0.0,0.0,0
"Lolita has been suffering in the smallest orca tank in the world for over a half-century at the  in Florida. Ask the Miami-Dade state attorney, , to help her:  Via ",0.0,0.0,0
Arrest this man 😦   ,0.0,-0.05,-1
": “I find it shocking that wearing fur isn’t completely outlawed at this point in 2021.”

 wouldn’t wear …",0.7,-0.45,-1
"Dolphin Drowns, Other Animals Die From Trauma: PETA Exposes the Miami Seaquarium  via ",0.375,-0.125,-1
 This root vegetable soup creation is super impressive and looks delicious 🥣 Keep the vegan recipes coming please 👀 😉🌱,0.8888888888888888,0.7777777777777777,1
_crusader:   Peta is a summon for all non humanoid bosses.,0.0,0.0,0
  Ratio + stop killing dogs,0.0,0.0,0
Not PETA....LMAO! ,0.0,0.0,0
A former employee testified at her DTRC hearing that a trainer punished a horse by withholding food for four days. Please join  in calling for all racing commissions to protect horses like this filly and ban this trainer. ,0.0,0.0,0
"Urge Ace Hardware, BMR, Starcrest, and Others to Stop Selling Glue Traps! ",0.0,0.0,0
  Peta is a summon for all non humanoid bosses.,0.0,0.0,0
Alpacas are mutilated and eventually killed in the alpaca industry—urge Aritzia to ban alpaca fleece!  via ,0.0,-0.25,-1
  L + we eating good today ,0.6000000000000001,0.7,1
"So. PETA is attempting to have Mr.Sakurai, creator of Super Smash Brothers...to add their own 'OC' into the game...called 'Not a Nugget', to spotlight animal capabilities...encourage gamers to help take down speciesism, the human-supremacist view.",0.6518518518518518,0.25925925925925924,1
: _UNIFICATION _official _HQ   Are you interested in stopping cruelty  or…,0.5,0.25,1
  Lots of helpful information 💯🙌 We appreciate you for always shutting down the myths and inspiring folks to GoVegan!,0.6444444444444445,0.23472222222222222,1
Take Action: Trainer Beats Racehorse With a Plastic Pitchfork ,0.1,0.1,1
": She wore  to the MetGala, but on one condition—that the company go fur-free—and THEY DID!
 
Tonight …",0.0,0.0,0
": Testing on animals is bad science. 
Join us in paving the way for better, more efficient, animal-free medical future: ",0.3583333333333333,0.06000000000000003,1
_Silie new pc before weekend,0.45454545454545453,0.13636363636363635,1
Civet Cats Suffer for Kopi Luwak Coffee—Urge Businesses to Act Now! ,0.0,0.0,0
Tell Streaming Service VUit to Cut Ties With the Deadly Iditarod! ,0.4,-0.25,-1
A Decade of Despair: Urge UW-Madison to Send Cornelius to a Sanctuary ,0.0,0.0,0
Saint Laurent and Brioni Need to Go Fur-Free—Speak Up! ,0.0,0.0,0
"_W_Global: AnimalSuffering Continues on Santorini 

 via ",0.0,0.0,0
_lilico PETA  will hunt you down and film you eating it after breaking into your home and steal the lamb and try to set it free and Greta will say that same lamb is causing climate change so Greta and PETA will have a fight whilst we then all move on? Make sense?,0.4046296296296297,0.08148148148148147,1
 Calling peta,0.0,0.0,0
