tweets,Subjectivity,Polarity,Analysis
PETA to NIH: Animals Feel Pain and Joy—Stop Testing on Them ,0.0,0.0,0
Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action… ,0.6,0.2,1
": ✍️🆘❗
Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take actio…",0.6,0.2,1
_dmer:  These fucking fish ads have been spamming me on YouTube along with a nightmare fuel PETA owl torture ad and it…,0.8,-0.6,-1
_dmer  OWL WHAT PETA IM COMING FOR YOUR ASS,0.0,0.0,0
   Man the folks at pets really are degenerates. Share furry porn and everything.,0.2,0.2,1
: this is like showing up to a peta protest wearing fur and eating a cheeseburger,0.0,0.0,0
: the peta Homestuck ,0.0,0.0,0
Pretty messed up ngl  ,1.0,0.25,1
"✍️🆘❗
Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take a… ",0.6,0.2,1
Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action… ,0.6,0.2,1
" Probably wants to go home, migrate, seek other whales, feel the dark cold sea full of nature once more! 😢😭 I… ",0.4875,0.05000000000000001,1
Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action… ,0.6,0.2,1
Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action… ,0.6,0.2,1
 You’re eating vegans.  Whynot go to the source that is making meat  the healthiest Healthy,0.5,0.5,1
Remember when peta made a cooking mama knockoff,0.0,0.0,0
"Groundbreaking Exposé Reveals Pain, Desolation, Abuse, and Systemic Neglect at Former Iditarod Champions' Kennels ",0.0,0.0,0
": Sick, suffering, and left to die in his own filth.
 
This piglet was abandoned without food or water, likely because his illness…",0.7142857142857143,-0.02857142857142858,-1
Mizzou Mutilates Rats in Cruel Weight-Training Tests ,1.0,-1.0,-1
": If YOU were an orca or dolphin, would you choose THIS or would you choose the ocean?
 
Exactly.
 
📹  ",0.25,0.25,1
 : 9db62ea7-a7fe-4879-aae7-03c106a38be1,0.0,0.0,0
 Chabad LOVES when the PETA people come! They really get what it means to be passionate about  your beliefs… ,0.525,0.07500000000000001,1
": URGENT ACTION NEEDED!
 
Cashmere goats scream in agony as their hair is violently ripped off their bodies, mice and birds are lef…",0.55,-0.3375,-1
  _Paris omg i love this purse!,0.6,0.625,1
Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action… ,0.6,0.2,1
" _Age_Fans 💰💰💰

And being on PETA's perma-blacklist is just the icing on the cake. 😬",0.0,0.0,0
": Reminder that when you eat meat, YOU ARE EATING BODY PARTS 🤮 ",0.0,0.0,0
: Are we  Way to Extinction? We’re at the premiere of the new film narrated by Academy Award winner Kate Winslet to find…,0.45454545454545453,0.13636363636363635,1
": PETA urges PM Modi to declare Gandhi Jayanti as ‘National Meat-Free Day’ 

Read:  ",0.0,0.0,0
 woah meat is made of animals? who could have guessed??,0.0,0.0,0
": Reminder that when you eat meat, YOU ARE EATING BODY PARTS 🤮 ",0.0,0.0,0
": She wore  to the MetGala, but on one condition—that the company go fur-free—and THEY DID!
 
Tonight …",0.0,0.0,0
": Reminder that when you eat meat, YOU ARE EATING BODY PARTS 🤮 ",0.0,0.0,0
": Nuclear site expert
""Btwn layers of shield plug(rid for Container Vessel)up on Fukushima R2,there's an estimated 40…",0.0,0.0,0
Cat corpses… now they knew wasn’t nobody gon care about that except PETA and nobody cares about PETA so 😭 ,0.0,0.0,0
: I liked this appeal tweet of PETA but PETA SM handler has hidden all the Eid related replies shows how biased their activism…,0.5111111111111111,0.14444444444444446,1
":   should understand,ghandi is responsible for mass killing in partition so the day cant be considered…",0.55,0.2,1
 PETA jaan wont be happy,1.0,0.8,1
     u alive?,0.4,0.1,1
And also some commendations. ,0.0,0.0,0
Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action… ,0.6,0.2,1
    I hate furries but this is based,0.9,-0.8,-1
": Reminder that when you eat meat, YOU ARE EATING BODY PARTS 🤮 ",0.0,0.0,0
  Imma make gore pr0n of that lil chicken just to spite y'all now of course as an anime girl j… ,0.95,-0.6,-1
6 Simple Ways YOU Can Help Monkeys Forced to Pick Coconuts  via ,0.2785714285714286,-0.15000000000000002,-1
  save these dogs and help this smallLandlord ,0.0,0.0,0
at group peta 🙄🙄🙄 ,0.0,0.0,0
": Reminder that when you eat meat, YOU ARE EATING BODY PARTS 🤮 ",0.0,0.0,0
Someone needs to call PETA because Trent Williams is just out here abusing Lions! FTTB OnePride ,0.0,0.0,0
: this is like showing up to a peta protest wearing fur and eating a cheeseburger,0.0,0.0,0
   Meat still good tho,0.6000000000000001,0.7,1
Stop mutilating live animals in trauma training: Urge  to end this archaic practice!  via ,0.5,0.17045454545454544,1
"_UNIFICATION: The World’s Biggest barbaric Halal Food Festival Is Coming To London Stadium UK.

_official
_HQ 

…",0.0,0.0,0
": A man abused cow/buffalo in his neighbours house in GautamBuddh Nagar, U.P.
Justice Help 
  …",0.0,0.0,0
:   This u? ,0.0,0.0,0
Lotte Plaza Market Exploits Monkeys for Profit—Take Action! ,0.1,0.125,1
"Actually i really like Nyxly as the villain, the story behind it all. and Peta is so hot doing it. milf villain is… ",0.5833333333333334,0.016666666666666663,1
"_wang  Missed opportunity for Thomas Lennon to sing a duet with Melissa; however, Peta Sergeant w… ",0.0,0.0,0
I wonder if animal rights advocates will have more success in getting this situation some attention.   h… ,0.25,0.4,1
"“Today I don’t feel like doing anything” 
 
 
 
peacefulljammuandkasmir ",0.0,0.0,0
"Looks like combo food to me

See what I did there? ",0.0,0.0,0
": URGENT ACTION NEEDED!
 
Cashmere goats scream in agony as their hair is violently ripped off their bodies, mice and birds are lef…",0.55,-0.3375,-1
: this is like showing up to a peta protest wearing fur and eating a cheeseburger,0.0,0.0,0
": AOC wearing a ""tax the rich"" dress to a millionaires gala, is about as smart as wearing a fur coat to a PETA fundraiser.",0.6964285714285714,0.29464285714285715,1
" Ohh cause I was like this is doesn’t seem like enough, unless peta got involved 😭. This is pretty yikes though",0.75,0.125,1
Why is Joe Biden sucking on that cows titty? ,0.0,0.0,0
 How is this even legal and allowed according to international law? Stop this insanity asap!!  un  peta ,0.1,0.1,1
": Instead of lobbying and advocating against the meat industry by helping fund plant-based and lab grown meat, y'all just do…",0.0,0.0,0
": Why you should never watch live zoo cams  
ANIMAL CRUELTY
 
  …",0.5,0.13636363636363635,1
": Peta India , The Epitome Of Hypocrisy

Pic 1: Requests PM To Declare  ""Gandhi Jayanti "" as  ""National Meat Free Day ""

Pic 2:…",0.8,0.4,1
 These fucking fish ads have been spamming me on YouTube along with a nightmare fuel PETA owl torture… ,0.8,-0.6,-1
 : 75488db2-1cf5-4272-ab67-0bffd7df56c2,0.0,0.0,0
: Are we  Way to Extinction? We’re at the premiere of the new film narrated by Academy Award winner Kate Winslet to find…,0.45454545454545453,0.13636363636363635,1
"BBC News - Faroe Islands: Anger over killing of 1,400 dolphins in one day

 animalcruelty animalrights PETA WWF… ",0.2,-0.7,-1
_shri    You are there is no beef export or peta banned beef export?,0.0,0.0,0
" PETA India works to stop cruelty to animals every day, including those facing sacrifice. Please take… ",0.0,0.0,0
": Hunters kill 1,428 dolphins in Faroe Islands' biggest ever massacre  via  evil gra…",1.0,-1.0,-1
Ajinomoto—the world's largest maker of the food flavor enhancer monosodium glutamate (MSG)—has ignored PETA's pleas… ,0.0,0.0,0
"_HuF PETA India opposes killing every day.  If u are concerned about sacrifice, pls t… ",0.0,0.0,0
 I'm calling peta,0.0,0.0,0
i would missionary fuck her while i sucked a whole ass titty ,0.5,-0.1,-1
"Fantastic to see Kate Winslet putting her name to such an important issue.
eatingourwaytoextinction KateWinslet… ",0.7999999999999999,0.26666666666666666,1
: Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now:…,0.35,0.15000000000000002,1
   I WOULD CHOOSE THE OCEAN,0.0,0.0,0
feel real bad for all normal vegans/vegetarians that peta exists,0.825,-0.425,-1
"Possible Corruption, Monkey Escapes: Time for Primate Center Closure ",0.3666666666666667,-0.05000000000000001,-1
: Are we  Way to Extinction? We’re at the premiere of the new film narrated by Academy Award winner Kate Winslet to find…,0.45454545454545453,0.13636363636363635,1
 PETA India speaks out against Eid sacrifice every year:  Pls be a part of… ,0.0,0.0,0
": If YOU were an orca or dolphin, would you choose THIS or would you choose the ocean?
 
Exactly.
 
📹  ",0.25,0.25,1
 Then I love eating body parts,0.6,0.5,1
": It’s never too early to speak up for animals!

Join us and the baby by urging _USA to drop their Iditarod sponsorship…",0.3,0.125,1
Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action… ,0.6,0.2,1
"2/2 The answer lies in the article I write for .



chennai dogs… ",0.0,0.0,0
: Who paid with their blood for _Paris' “luxury” bags? DropCroc ,0.0,0.0,0
": 40 years ago, PETA made HISTORY at this hidden monkey laboratory by obtaining the first search and seizure warrant against a U.S.…",0.2222222222222222,0.011111111111111108,1
Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action… ,0.6,0.2,1
Y’all this is why people hate you stop being so fuckin weird also that cow bad af ,0.6833333333333332,-0.5333333333333333,-1
"yesterday i saw a rabbit in home depot when i told the about it i said ""can i stomp its brains out""   ",0.0,0.0,0
": It’s never too early to speak up for animals!

Join us and the baby by urging _USA to drop their Iditarod sponsorship…",0.3,0.125,1
   for sure,0.8888888888888888,0.5,1
 Good thing her best friend wasn't a dog so you guys wouldn't take it and then kill it huh,0.45000000000000007,0.85,1
Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action… ,0.6,0.2,1
"___8 PETA India opposes killing every day.  If u are concerned about sacrifice,… ",0.0,0.0,0
 _Paris Or is that the blood of all the dogs and cats you've killed?,0.0,-0.2,-1
  Did you know peta kills more dogs and cats than they save they kill over 70% of the ones they… ,0.5,0.5,1
"_aileen PETA India works to stop cruelty to animals every day, including those facing sacrifice. Please take p… ",0.0,0.0,0
Tule Elk at Point Reyes National Seashore May Be Killed to Appease Ranchers! ,0.0,-0.25,-1
 we all knew that.,0.0,0.0,0
: Watch  founder  tell the fascinating story about how she shut down an animal lab hidden in a strip mall a…,0.49074074074074076,0.1259259259259259,1
"The fashion industry is taking a stand against cruelty: Major companies, such as Canada Goose, have ended their use… ",0.5,0.03125,1
"  If you were a dog or a cat, would you want to be scooped up by a fraudulent organization just to… ",0.0,0.0,0
"__dev PETA India opposes killing every day.  If u are concerned about sacrifice, pl… ",0.0,0.0,0
 : f4aceaa9-fb6a-4524-b169-ef0bbc08f1b5,0.0,0.0,0
_YT    You sure it isn't faux?,0.8888888888888888,0.5,1
: Alexandra Australia is telling customers that fur production is ethical. We’re not buying it – are you? Take action now: http…,0.35,0.15000000000000002,1
 Dogs and cats trying to escape peta's death chamber of an organization,0.0,0.0,0
": 40 years ago, PETA made HISTORY at this hidden monkey laboratory by obtaining the first search and seizure warrant against a U.S.…",0.2222222222222222,0.011111111111111108,1
   Whoever this man is as my pfp doesn't deserve that. Be nicer to him,0.0,0.0,0
": URGENT ACTION NEEDED!
 
Cashmere goats scream in agony as their hair is violently ripped off their bodies, mice and birds are lef…",0.55,-0.3375,-1
